id,location,latitude,longitude,area_sqm,bedrooms,bathrooms,toilets,stories,house_type,furnishing,condition,parking_spaces,distance_to_city_center_km,proximity_to_main_road_km,security_rating,infrastructure_quality,electricity_stability,water_supply,neighborhood_prestige,desirability_score,price_naira,is_outlier,outlier_reason
1173,Samonda,7.42688,3.908905,209,2,2,4,1,Bungalow,Unfurnished,Old,1,10.0,1.08,4.0,7.3,7.1,5.9,3,3.2,15000000,False,
1174,Jericho,7.397048,3.870986,203,2,3,3,1,Bungalow,Unfurnished,Old,3,8.5,2.69,7.2,9.5,9.0,9.8,4,4.8,48900000,False,
1175,Bodija,7.446881,3.9062,220,2,2,2,1,Bungalow,Unfurnished,New,3,4.0,1.97,8.8,10.0,9.0,10.0,5,5.0,48300000,False,
1176,Challenge,7.341429,3.868285,194,2,1,1,1,Terraced House,Unfurnished,Old,1,14.0,2.69,7.6,6.0,3.1,6.5,3,3.8,6600000,False,
1177,Akobo,7.39639,3.906227,158,2,1,2,2,Terraced House,Semi-Furnished,Old,0,10.8,0.14,7.5,7.5,3.8,6.9,3,3.5,12800000,False,
1178,Agodi GRA,7.419084,3.902441,585,6,5,5,3,Detached House,Semi-Furnished,Renovated,2,3.9,0.26,9.3,9.1,9.0,10.0,4,4.7,181100000,False,
1179,Akobo,7.4047,3.934295,138,2,2,2,1,Flat,Semi-Furnished,Renovated,1,13.1,0.4,10.0,6.3,4.1,7.5,3,3.5,8800000,False,
1180,Oluyole Estate,7.352355,3.871123,301,3,3,4,2,Duplex,Unfurnished,New,1,9.0,2.36,6.4,7.7,6.6,9.4,4,4.2,42300000,False,
1181,Oluyole Estate,7.354231,3.857313,476,5,5,5,2,Duplex,Semi-Furnished,Renovated,3,7.8,1.05,7.3,7.4,6.8,8.1,4,4.2,66300000,False,
1182,Oluyole Estate,7.354897,3.859239,272,3,2,3,2,Duplex,Furnished,Renovated,2,3.9,1.11,8.3,6.5,7.3,7.5,4,4.2,32700000,False,
1183,Agodi GRA,7.408062,3.893899,301,4,5,6,3,Detached House,Unfurnished,Renovated,3,5.5,1.11,9.2,8.8,8.1,9.6,4,4.7,133400000,False,
1184,Oluyole Estate,7.363683,3.853577,188,2,3,5,1,Bungalow,Semi-Furnished,New,1,9.2,0.88,7.8,7.4,7.5,7.6,4,4.2,21000000,False,
1185,Bodija,7.44701,3.903576,343,5,4,5,3,Detached House,Furnished,Renovated,3,3.4,0.91,10.0,8.0,9.0,10.0,5,5.0,103100000,False,
1186,Challenge,7.34321,3.883677,321,4,3,3,1,Bungalow,Semi-Furnished,Renovated,2,10.4,2.25,8.1,5.8,7.2,5.5,3,3.8,11600000,False,
1187,Alalubosa,7.37527,3.858549,167,2,2,3,2,Terraced House,Unfurnished,Renovated,2,2.6,2.74,10.0,7.7,3.4,7.9,4,4.3,22100000,False,
1188,Bodija,7.427227,3.930877,490,3,3,4,2,Duplex,Unfurnished,New,3,6.9,0.79,7.9,9.6,8.9,10.0,5,5.0,123300000,False,
1189,Challenge,7.34111,3.875074,258,2,3,4,1,Bungalow,Furnished,New,1,13.9,0.9,7.3,6.8,6.6,6.2,3,3.8,13100000,False,
1190,Oluyole Estate,7.363219,3.86148,215,2,1,1,1,Terraced House,Semi-Furnished,Old,2,9.4,2.71,6.3,7.5,7.9,9.5,4,4.2,22700000,False,
1191,Akobo,7.405204,3.922929,200,3,3,4,1,Bungalow,Unfurnished,Old,1,14.5,2.48,4.4,7.8,6.8,6.8,3,3.5,16400000,False,
1192,Akobo,7.380088,3.916968,182,2,1,2,1,Flat,Unfurnished,New,0,14.0,2.86,7.8,7.9,9.0,7.4,3,3.5,11500000,False,
1193,Jericho,7.396498,3.890792,446,5,5,5,2,Duplex,Furnished,Renovated,3,8.0,0.27,7.5,9.3,4.9,10.0,4,4.8,145200000,False,
1194,Samonda,7.428486,3.918751,213,2,1,2,1,Bungalow,Unfurnished,Old,1,13.3,0.71,8.9,6.1,4.8,6.9,3,3.2,12500000,False,
1195,Oluyole Estate,7.338155,3.862124,536,5,4,5,2,Detached House,Unfurnished,New,2,7.5,2.2,6.6,7.1,6.9,8.0,4,4.2,64600000,False,
1196,Oluyole Estate,7.350057,3.85401,241,2,1,2,1,Bungalow,Furnished,Renovated,1,7.2,2.41,8.1,10.0,6.3,6.1,4,4.2,31500000,False,
1197,Agodi GRA,7.394682,3.90289,331,4,5,5,3,Detached House,Unfurnished,Renovated,2,8.9,2.96,10.0,8.4,8.7,9.8,4,4.7,155100000,False,
1198,Bodija,7.443185,3.924312,197,2,3,3,1,Bungalow,Semi-Furnished,Renovated,3,8.9,1.0,9.8,8.4,9.0,9.6,5,5.0,61700000,False,
1199,Oluyole Estate,7.345812,3.859574,445,5,4,4,2,Duplex,Semi-Furnished,New,1,6.3,1.37,9.2,7.5,9.0,6.8,4,4.2,54000000,False,
1200,Alalubosa,7.37938,3.862918,270,4,4,5,2,Terraced House,Unfurnished,New,1,3.2,0.54,10.0,7.7,5.8,9.3,4,4.3,49800000,False,
1201,Agodi GRA,7.414361,3.908632,516,5,4,5,2,Detached House,Unfurnished,New,3,4.7,0.37,8.2,10.0,7.0,9.2,4,4.7,252600000,False,
1202,Alalubosa,7.377543,3.842996,199,3,3,5,1,Bungalow,Unfurnished,New,2,4.2,0.32,9.5,8.3,5.2,9.5,4,4.3,44900000,False,
1203,Oluyole Estate,7.377608,3.853188,138,2,2,2,2,Terraced House,Unfurnished,Renovated,2,8.4,2.04,8.2,7.0,9.0,7.1,4,4.2,19100000,False,
1204,Iyaganku GRA,7.404686,3.870465,244,2,3,4,1,Bungalow,Furnished,New,2,3.9,2.65,10.0,9.8,5.3,8.2,4,4.6,132800000,False,
1205,Agodi GRA,7.407856,3.904424,479,4,4,4,3,Detached House,Furnished,Old,2,6.0,0.61,7.7,8.9,9.0,10.0,4,4.7,202100000,False,
1206,Oluyole Estate,7.341653,3.873021,337,4,3,4,3,Detached House,Semi-Furnished,Renovated,1,8.9,1.97,9.8,9.4,6.8,7.9,4,4.2,42400000,False,
1207,Jericho,7.399853,3.890616,311,3,4,5,2,Duplex,Furnished,Renovated,3,5.4,2.41,7.4,9.1,9.0,7.8,4,4.8,108000000,False,
1208,Akobo,7.402213,3.910162,236,2,3,3,2,Terraced House,Unfurnished,Renovated,2,10.7,1.11,5.9,4.0,4.6,8.3,3,3.5,20300000,False,
1209,Oluyole Estate,7.375546,3.854663,211,2,1,2,1,Terraced House,Semi-Furnished,Old,3,6.7,2.53,8.2,6.9,8.7,7.1,4,4.2,17200000,False,
1210,Challenge,7.345661,3.873178,297,4,5,5,1,Bungalow,Unfurnished,New,1,15.4,1.76,8.2,6.0,5.8,6.3,3,3.8,23500000,False,
1211,Akobo,7.401489,3.911267,350,4,4,5,1,Bungalow,Unfurnished,New,1,9.3,2.38,7.8,8.4,7.4,6.2,3,3.5,27100000,False,
1212,Samonda,7.426454,3.911714,277,4,5,5,1,Terraced House,Unfurnished,Old,0,12.9,2.13,7.1,4.7,3.0,5.3,3,3.2,16800000,False,
1213,Oluyole Estate,7.352409,3.852106,444,4,5,6,2,Duplex,Unfurnished,Renovated,1,10.1,1.64,5.3,7.2,7.4,6.7,4,4.2,53200000,False,
1214,Agodi GRA,7.403625,3.895984,419,4,5,6,3,Detached House,Semi-Furnished,Renovated,3,6.0,0.21,8.3,10.0,8.1,7.9,4,4.7,194000000,False,
1215,Jericho,7.404803,3.874086,492,4,3,3,2,Duplex,Semi-Furnished,Renovated,3,10.5,0.75,10.0,10.0,7.5,9.7,4,4.8,174400000,False,
1216,Bodija,7.421989,3.913005,515,4,4,4,1,Detached House,Semi-Furnished,Renovated,4,8.4,2.77,10.0,9.6,9.0,9.3,5,5.0,160400000,False,
1217,Iyaganku GRA,7.391964,3.87043,326,3,4,5,1,Bungalow,Unfurnished,New,2,3.8,1.24,10.0,9.0,9.0,6.6,4,4.6,107000000,False,
1218,Alalubosa,7.392349,3.862807,177,2,3,3,2,Terraced House,Furnished,Renovated,2,2.8,0.97,8.3,8.1,5.4,7.5,4,4.3,60300000,False,
1219,Jericho,7.398625,3.895133,336,3,4,4,2,Duplex,Unfurnished,New,3,7.4,1.04,9.9,9.5,5.7,7.7,4,4.8,109000000,False,
1220,Alalubosa,7.380225,3.869268,385,3,3,3,2,Duplex,Unfurnished,New,3,2.5,0.32,5.8,6.6,7.9,6.8,4,4.3,58600000,False,
1221,Alalubosa,7.377761,3.856005,216,3,3,4,2,Terraced House,Semi-Furnished,Renovated,2,2.2,1.27,7.9,8.3,9.0,6.1,4,4.3,54300000,False,
1222,Samonda,7.43498,3.910841,133,3,3,5,1,Flat,Unfurnished,New,2,8.4,0.93,5.6,5.9,5.2,4.8,3,3.2,14300000,False,
1223,Oluyole Estate,7.36003,3.84387,288,4,3,3,2,Duplex,Semi-Furnished,New,3,8.0,0.48,9.6,5.0,7.0,7.6,4,4.2,56300000,False,
1224,Jericho,7.38814,3.88081,336,4,3,4,3,Detached House,Unfurnished,Renovated,2,3.5,2.0,10.0,8.6,6.8,9.4,4,4.8,78600000,False,
1225,Oluyole Estate,7.37266,3.871592,209,2,2,3,1,Terraced House,Furnished,Old,3,8.7,0.34,8.1,8.9,5.1,8.5,4,4.2,23100000,False,
1226,Samonda,7.430971,3.907959,345,4,5,6,1,Bungalow,Unfurnished,Renovated,1,9.3,2.6,8.3,7.6,4.7,5.6,3,3.2,25100000,False,
1227,Oluyole Estate,7.35236,3.857556,241,2,2,3,1,Terraced House,Furnished,New,2,7.4,2.49,6.7,7.7,7.0,8.4,4,4.2,25600000,False,
1228,Alalubosa,7.383986,3.848646,337,4,3,4,2,Detached House,Unfurnished,New,2,4.2,2.86,8.7,5.9,7.1,9.4,4,4.3,86700000,False,
1229,Jericho,7.399233,3.892692,472,6,5,6,3,Detached House,Furnished,Renovated,2,6.9,2.95,4.3,9.3,6.8,9.2,4,4.8,127800000,False,
1230,Bodija,7.425087,3.91673,278,3,3,3,2,Duplex,Furnished,Old,3,8.1,1.34,7.3,10.0,8.1,10.0,5,5.0,87400000,False,
1231,Challenge,7.339695,3.8804,262,3,4,5,1,Bungalow,Semi-Furnished,Old,1,11.3,0.43,8.7,8.1,7.9,7.5,3,3.8,12800000,False,
1232,Alalubosa,7.393717,3.86994,348,4,4,5,1,Bungalow,Semi-Furnished,Renovated,3,2.0,1.83,8.1,8.7,7.7,5.8,4,4.3,78200000,False,
1233,Bodija,7.436749,3.898913,495,5,5,5,2,Duplex,Semi-Furnished,New,3,8.6,1.91,10.0,10.0,9.0,8.9,5,5.0,208800000,False,
1234,Bodija,7.433203,3.903609,460,4,3,4,2,Duplex,Semi-Furnished,New,2,8.4,0.8,9.7,10.0,9.0,10.0,5,5.0,165200000,False,
1235,Oluyole Estate,7.371663,3.872483,295,4,5,5,2,Terraced House,Furnished,New,2,6.1,1.63,6.6,7.5,9.0,9.7,4,4.2,44500000,False,
1236,Bodija,7.434489,3.915265,517,5,4,4,2,Detached House,Furnished,Renovated,4,8.8,0.13,9.5,10.0,9.0,10.0,5,5.0,205300000,False,
1237,Akobo,7.392392,3.918599,129,1,2,3,1,Flat,Semi-Furnished,Old,1,13.2,1.32,7.2,6.0,5.3,4.5,3,3.5,10400000,False,
1238,Akobo,7.381888,3.905635,235,3,4,4,2,Terraced House,Semi-Furnished,New,0,12.8,0.62,7.3,7.8,6.0,7.3,3,3.5,30700000,False,
1239,Oluyole Estate,7.34263,3.843791,566,6,5,5,3,Detached House,Unfurnished,Old,1,6.1,1.84,10.0,6.9,8.5,8.0,4,4.2,45700000,False,
1240,Alalubosa,7.372937,3.862524,326,4,4,4,3,Detached House,Semi-Furnished,Renovated,2,6.3,1.86,7.4,8.3,9.0,7.3,4,4.3,78000000,False,
1241,Jericho,7.404082,3.882497,528,4,5,6,3,Detached House,Semi-Furnished,Renovated,3,4.6,1.82,9.2,8.9,8.2,10.0,4,4.8,153400000,False,
1242,Bodija,7.435952,3.915614,421,4,3,4,2,Duplex,Semi-Furnished,New,2,10.8,1.19,9.9,9.0,7.7,10.0,5,5.0,128900000,False,
1243,Akobo,7.409192,3.925396,96,1,2,2,1,Flat,Furnished,New,2,13.1,1.46,10.0,7.6,5.2,7.3,3,3.5,9600000,False,
1244,Jericho,7.401803,3.887673,433,3,4,4,2,Duplex,Furnished,New,3,7.1,1.15,8.3,9.4,8.3,10.0,4,4.8,142900000,False,
1245,Alalubosa,7.386143,3.858161,265,3,3,4,1,Bungalow,Furnished,Renovated,2,2.2,2.42,6.3,6.6,6.1,9.5,4,4.3,41000000,False,
1246,Bodija,7.429149,3.899923,447,5,5,6,2,Duplex,Furnished,New,2,11.2,2.76,9.7,10.0,7.6,9.1,5,5.0,188700000,False,
1247,Bodija,7.451,3.905364,323,4,5,6,1,Bungalow,Semi-Furnished,Renovated,4,8.4,2.66,8.5,10.0,9.0,10.0,5,5.0,139100000,False,
1248,Alalubosa,7.391528,3.861698,363,3,3,3,2,Duplex,Unfurnished,Renovated,2,4.5,0.83,6.9,9.4,5.8,7.7,4,4.3,50800000,False,
1249,Alalubosa,7.376894,3.848856,180,2,2,2,1,Bungalow,Semi-Furnished,Renovated,1,2.9,2.5,7.0,7.3,5.6,9.8,4,4.3,29700000,False,
1250,Akobo,7.399725,3.913038,217,3,3,5,1,Terraced House,Unfurnished,New,0,7.2,0.76,6.3,6.8,6.0,7.6,3,3.5,21900000,False,
1251,Akobo,7.394596,3.90935,90,1,2,3,1,Flat,Unfurnished,Renovated,1,12.5,0.92,9.7,6.4,4.7,7.8,3,3.5,10300000,False,
1252,Akobo,7.421321,3.931427,105,2,1,3,1,Flat,Semi-Furnished,Old,2,9.9,2.98,5.6,6.7,5.9,8.1,3,3.5,11900000,False,
1253,Akobo,7.399688,3.920177,298,3,4,5,1,Terraced House,Semi-Furnished,Old,0,13.6,0.46,6.9,6.1,6.2,7.7,3,3.5,22600000,False,
1254,Samonda,7.423204,3.907526,160,2,1,1,2,Terraced House,Unfurnished,Old,1,10.7,1.27,6.1,4.0,3.0,7.8,3,3.2,10700000,False,
1255,Oluyole Estate,7.366405,3.837363,489,4,3,4,2,Duplex,Unfurnished,New,2,7.4,1.09,7.2,6.8,4.9,6.0,4,4.2,62000000,False,
1256,Samonda,7.418156,3.908693,157,3,3,4,1,Flat,Unfurnished,Old,1,10.1,1.75,7.6,6.5,3.5,6.3,3,3.2,13100000,False,
1257,Samonda,7.441169,3.923127,281,2,3,3,1,Terraced House,Unfurnished,Renovated,1,13.8,0.7,5.0,4.4,4.8,7.2,3,3.2,22500000,False,
1258,Oluyole Estate,7.371551,3.843678,324,3,3,4,2,Duplex,Unfurnished,New,1,7.5,1.17,8.7,5.9,8.1,7.8,4,4.2,44400000,False,
1259,Alalubosa,7.394119,3.855754,411,5,5,5,2,Duplex,Unfurnished,Old,1,6.6,0.28,9.6,9.6,8.3,9.6,4,4.3,55900000,False,
1260,Agodi GRA,7.415059,3.904379,374,4,4,4,3,Detached House,Semi-Furnished,New,2,4.8,1.68,9.4,7.6,7.1,9.6,4,4.7,222800000,False,
1261,Oluyole Estate,7.349145,3.854822,162,2,3,4,1,Bungalow,Semi-Furnished,Renovated,2,4.4,1.96,9.5,9.0,4.4,8.3,4,4.2,22800000,False,
1262,Bodija,7.434112,3.901314,301,3,3,4,2,Duplex,Semi-Furnished,New,2,13.2,2.71,10.0,9.0,9.0,8.9,5,5.0,114700000,False,
1263,Oluyole Estate,7.355297,3.855552,214,2,3,4,1,Bungalow,Semi-Furnished,Old,2,9.7,2.62,6.5,8.7,5.5,7.6,4,4.2,31200000,False,
1264,Bodija,7.438525,3.911801,478,5,5,6,1,Detached House,Semi-Furnished,New,2,7.3,2.89,8.2,9.4,8.4,9.9,5,5.0,193300000,False,
1265,Akobo,7.400737,3.904642,237,2,1,3,2,Terraced House,Unfurnished,Renovated,0,16.1,0.99,9.9,6.6,5.5,6.5,3,3.5,18200000,False,
1266,Agodi GRA,7.403234,3.888325,374,3,3,3,2,Duplex,Furnished,Renovated,3,2.6,1.43,9.4,9.2,9.0,7.9,4,4.7,178800000,False,
1267,Agodi GRA,7.416186,3.897515,348,4,4,5,1,Bungalow,Furnished,Old,2,6.9,0.47,8.2,8.9,9.0,9.3,4,4.7,162400000,False,
1268,Oluyole Estate,7.361171,3.859382,188,3,3,4,2,Terraced House,Semi-Furnished,New,1,9.7,0.74,5.4,8.2,9.0,8.7,4,4.2,30500000,False,
1269,Alalubosa,7.368345,3.864321,492,5,4,5,2,Duplex,Unfurnished,Renovated,1,2.0,1.65,7.3,7.6,5.6,9.1,4,4.3,81700000,False,
1270,Samonda,7.420288,3.9017,166,2,1,2,1,Flat,Unfurnished,Old,1,11.7,2.31,7.8,4.1,6.4,6.9,3,3.2,8700000,False,
1271,Alalubosa,7.370012,3.848829,275,3,2,4,1,Bungalow,Semi-Furnished,Renovated,3,6.5,2.94,9.6,7.0,4.3,8.3,4,4.3,36300000,False,
1272,Oluyole Estate,7.360728,3.854479,263,3,4,4,2,Terraced House,Unfurnished,Renovated,2,7.2,2.38,4.5,7.9,7.5,7.8,4,4.2,36300000,False,
1273,Jericho,7.402494,3.890427,486,5,5,6,2,Detached House,Semi-Furnished,Renovated,3,5.4,0.11,9.6,7.4,9.0,8.1,4,4.8,137700000,False,
1274,Samonda,7.437353,3.916464,206,3,4,4,2,Terraced House,Furnished,New,1,8.6,2.68,7.5,8.5,3.3,6.5,3,3.2,24200000,False,
1275,Jericho,7.408275,3.881542,364,4,4,4,2,Detached House,Furnished,New,3,6.7,0.74,10.0,8.3,9.0,8.5,4,4.8,119500000,False,
1276,Jericho,7.398089,3.881947,318,3,4,4,2,Duplex,Furnished,Old,2,7.7,2.82,10.0,7.4,7.8,8.8,4,4.8,122800000,False,
1277,Alalubosa,7.385724,3.869384,383,5,4,5,1,Bungalow,Semi-Furnished,Old,3,2.1,1.12,9.4,8.9,9.0,8.0,4,4.3,65500000,False,
1278,Alalubosa,7.378902,3.855971,224,2,2,2,2,Terraced House,Furnished,Renovated,2,4.9,0.54,7.1,8.9,6.8,8.1,4,4.3,58800000,False,
1279,Alalubosa,7.371376,3.85919,237,3,2,3,1,Bungalow,Semi-Furnished,New,1,2.7,2.27,6.8,6.6,7.7,7.8,4,4.3,41900000,False,
1280,Challenge,7.33516,3.885798,189,2,2,2,1,Bungalow,Furnished,Old,0,10.9,1.61,4.8,8.0,5.7,7.2,3,3.8,9300000,False,
1281,Jericho,7.403453,3.88623,367,4,5,6,2,Detached House,Furnished,New,4,6.4,2.88,9.1,9.4,6.2,8.7,4,4.8,171300000,False,
1282,Akobo,7.398661,3.937802,191,2,1,1,1,Bungalow,Unfurnished,New,2,11.2,2.43,5.0,6.5,7.0,8.5,3,3.5,17600000,False,
1283,Akobo,7.39648,3.921225,144,2,3,4,1,Flat,Semi-Furnished,Renovated,1,10.1,1.42,7.1,7.7,5.7,8.0,3,3.5,9400000,False,
1284,Akobo,7.397993,3.929676,89,1,2,2,1,Flat,Semi-Furnished,New,0,10.0,1.55,8.1,5.8,9.0,7.3,3,3.5,9700000,False,
1285,Bodija,7.433658,3.915496,291,3,4,4,2,Duplex,Furnished,Old,3,8.1,1.96,8.9,9.2,8.1,8.4,5,5.0,138600000,False,
1286,Iyaganku GRA,7.375305,3.866049,455,4,3,3,2,Duplex,Unfurnished,Renovated,3,3.4,2.9,8.8,9.5,9.0,9.1,4,4.6,164900000,False,
1287,Oluyole Estate,7.377446,3.850754,356,3,4,4,2,Duplex,Unfurnished,New,1,8.6,0.74,6.7,9.1,7.1,8.4,4,4.2,36800000,False,
1288,Agodi GRA,7.404261,3.895729,385,4,4,4,3,Detached House,Unfurnished,New,4,6.2,0.97,8.5,9.2,4.7,10.0,4,4.7,203700000,False,
1289,Bodija,7.44388,3.920096,325,3,4,5,2,Duplex,Unfurnished,New,4,6.8,0.26,7.8,10.0,9.0,10.0,5,5.0,94900000,False,
1290,Agodi GRA,7.410597,3.892721,199,2,1,3,1,Bungalow,Unfurnished,Old,2,8.4,2.13,9.8,8.9,7.8,9.4,4,4.7,83900000,False,
1291,Challenge,7.344119,3.878126,294,3,2,3,1,Terraced House,Unfurnished,Old,2,10.5,0.46,6.8,6.6,5.2,7.4,3,3.8,9600000,False,
1292,Oluyole Estate,7.359079,3.855984,232,3,4,5,1,Bungalow,Semi-Furnished,Renovated,3,10.3,1.28,10.0,9.4,8.4,9.2,4,4.2,41400000,False,
1293,Alalubosa,7.383916,3.85621,426,4,3,3,2,Duplex,Semi-Furnished,Old,3,4.5,1.3,10.0,9.9,7.5,8.0,4,4.3,84900000,False,
1294,Oluyole Estate,7.382717,3.864055,336,4,3,3,1,Bungalow,Unfurnished,New,2,6.3,2.46,8.4,8.5,9.0,9.3,4,4.2,36300000,False,
1295,Challenge,7.331193,3.874106,108,1,1,2,1,Mini Flat,Unfurnished,Old,2,12.8,0.68,8.1,7.3,4.7,8.1,3,3.8,4800000,False,
1296,Oluyole Estate,7.359229,3.849132,206,4,4,4,1,Terraced House,Furnished,Old,3,5.7,1.15,10.0,8.0,8.2,8.0,4,4.2,35700000,False,
1297,Oluyole Estate,7.363025,3.862924,306,3,3,3,1,Bungalow,Unfurnished,Old,2,5.4,0.31,8.4,5.1,8.9,8.3,4,4.2,29900000,False,
1298,Samonda,7.424834,3.902623,186,3,2,2,2,Terraced House,Unfurnished,Renovated,0,10.7,0.91,7.3,6.2,6.8,6.6,3,3.2,16000000,False,
1299,Challenge,7.348477,3.877521,91,1,1,2,1,Flat,Furnished,Old,1,15.8,1.89,7.4,5.9,9.0,7.5,3,3.8,4400000,False,
1300,Jericho,7.39673,3.879874,466,4,5,6,2,Duplex,Unfurnished,Old,3,2.0,1.87,10.0,8.5,6.0,9.1,4,4.8,130000000,False,
1301,Jericho,7.385333,3.879931,538,4,5,6,3,Detached House,Unfurnished,New,2,2.4,1.98,10.0,8.9,9.0,9.3,4,4.8,180800000,False,
1302,Oluyole Estate,7.355053,3.854792,432,4,3,4,2,Duplex,Semi-Furnished,Renovated,3,11.9,0.76,8.1,9.2,7.1,8.0,4,4.2,84900000,False,
1303,Agodi GRA,7.40853,3.890415,420,4,3,3,3,Detached House,Semi-Furnished,Renovated,4,9.3,0.17,9.7,8.1,7.8,9.0,4,4.7,154500000,False,
1304,Oluyole Estate,7.358136,3.851667,234,3,2,3,1,Terraced House,Unfurnished,New,2,5.8,2.71,8.6,5.6,7.8,9.1,4,4.2,22600000,False,
1305,Akobo,7.384226,3.918087,225,3,4,5,1,Bungalow,Semi-Furnished,Renovated,1,13.8,1.4,5.3,6.5,8.2,9.3,3,3.5,23400000,False,
1306,Challenge,7.349243,3.873227,231,2,3,4,1,Bungalow,Unfurnished,Old,1,8.7,0.86,9.1,7.5,7.5,8.3,3,3.8,8900000,False,
1307,Alalubosa,7.40789,3.852807,582,5,4,4,3,Detached House,Furnished,Renovated,2,2.0,2.44,7.8,6.9,5.7,7.9,4,4.3,112900000,False,
1308,Iyaganku GRA,7.389615,3.87015,580,6,5,6,3,Detached House,Semi-Furnished,New,4,5.5,1.79,9.6,9.4,5.3,6.4,4,4.6,349700000,False,
1309,Akobo,7.399468,3.918198,303,4,4,4,1,Bungalow,Semi-Furnished,New,2,9.5,1.53,9.9,7.4,3.6,6.0,3,3.5,22600000,False,
1310,Oluyole Estate,7.355505,3.860037,399,4,3,4,2,Detached House,Furnished,Renovated,3,6.7,2.97,8.6,7.7,5.6,9.3,4,4.2,56600000,False,
1311,Oluyole Estate,7.355587,3.857582,210,3,3,4,1,Bungalow,Furnished,Renovated,3,9.1,1.23,8.3,9.1,6.5,8.0,4,4.2,35100000,False,
1312,Samonda,7.428012,3.892515,59,1,2,3,1,Mini Flat,Unfurnished,Old,1,7.5,1.06,7.0,5.1,5.0,6.1,3,3.2,6000000,False,
1313,Alalubosa,7.387958,3.865184,200,2,3,3,1,Bungalow,Furnished,Renovated,1,3.5,0.77,4.0,9.4,6.9,7.3,4,4.3,35100000,False,
1314,Jericho,7.400851,3.890863,346,4,4,4,2,Detached House,Furnished,New,3,4.8,1.91,8.4,7.8,7.0,8.1,4,4.8,130600000,False,
1315,Alalubosa,7.393778,3.86606,393,3,2,4,2,Duplex,Semi-Furnished,Old,2,4.2,1.26,9.4,8.4,6.0,8.8,4,4.3,61800000,False,
1316,Oluyole Estate,7.370529,3.86275,198,2,3,3,1,Bungalow,Unfurnished,New,2,7.9,0.69,8.4,7.0,5.4,9.4,4,4.2,19600000,False,
1317,Alalubosa,7.380883,3.858807,459,4,5,6,2,Duplex,Unfurnished,Renovated,1,2.2,1.65,4.2,7.6,9.0,8.2,4,4.3,94800000,False,
1318,Bodija,7.441928,3.917945,304,4,5,6,1,Detached House,Furnished,New,2,10.0,1.07,10.0,9.9,9.0,10.0,5,5.0,129700000,False,
1319,Bodija,7.43919,3.919366,359,4,3,4,2,Duplex,Semi-Furnished,Renovated,2,5.0,1.16,7.2,10.0,8.0,9.7,5,5.0,112800000,False,
1320,Bodija,7.441862,3.920893,302,3,2,2,1,Bungalow,Unfurnished,Renovated,2,6.1,0.73,9.1,10.0,9.0,8.8,5,5.0,103900000,False,
1321,Iyaganku GRA,7.405507,3.876078,432,4,3,3,3,Detached House,Furnished,New,4,3.4,1.29,10.0,8.0,4.4,7.1,4,4.6,212500000,False,
1322,Bodija,7.439495,3.914327,508,5,4,6,1,Detached House,Semi-Furnished,Old,3,8.1,1.41,10.0,10.0,9.0,10.0,5,5.0,100300000,False,
1323,Apete,7.435477,3.886822,271,3,3,3,1,Bungalow,Semi-Furnished,New,1,14.9,2.92,4.7,4.1,3.0,4.8,2,2.8,14700000,False,
1324,Samonda,7.426317,3.914848,157,3,3,3,1,Flat,Furnished,Renovated,1,6.3,2.16,5.5,7.7,4.3,6.3,3,3.2,17100000,False,
1325,Oluyole Estate,7.35264,3.860409,369,4,4,4,1,Bungalow,Semi-Furnished,Renovated,2,9.3,0.9,6.8,9.0,5.6,8.3,4,4.2,50900000,False,
1326,Akobo,7.404652,3.92407,184,2,1,1,1,Bungalow,Furnished,Renovated,1,12.5,0.74,4.4,7.9,4.7,6.4,3,3.5,16800000,False,
1327,Akobo,7.405007,3.915702,66,1,2,2,1,Mini Flat,Semi-Furnished,New,2,10.2,0.56,6.3,5.2,5.9,5.9,3,3.5,11500000,False,
1328,Samonda,7.425599,3.918136,203,3,2,2,1,Bungalow,Unfurnished,Renovated,2,12.9,0.26,7.1,4.4,3.7,4.0,3,3.2,13600000,False,
1329,Alalubosa,7.373439,3.856856,286,3,3,4,1,Bungalow,Unfurnished,Renovated,3,3.5,2.59,9.6,5.7,5.6,7.5,4,4.3,44500000,False,
1330,Oluyole Estate,7.366695,3.857788,132,2,1,1,1,Terraced House,Unfurnished,Renovated,3,6.6,0.22,9.0,8.8,6.4,6.0,4,4.2,24300000,False,
1331,Oluyole Estate,7.370726,3.867343,483,4,4,4,2,Duplex,Semi-Furnished,New,2,12.7,0.2,8.1,9.1,6.7,6.7,4,4.2,79700000,False,
1332,Agodi GRA,7.413784,3.908167,367,5,5,5,1,Bungalow,Semi-Furnished,New,3,7.0,0.89,7.4,10.0,8.3,9.6,4,4.7,152800000,False,
1333,Akobo,7.395208,3.922245,151,1,2,2,1,Flat,Unfurnished,Old,1,12.9,1.97,5.1,6.3,8.4,7.1,3,3.5,9900000,False,
1334,Bodija,7.432195,3.916459,378,4,3,3,3,Detached House,Furnished,Renovated,3,5.5,2.52,10.0,8.9,3.7,9.5,5,5.0,167800000,False,
1335,Oluyole Estate,7.358644,3.853778,399,3,2,2,2,Duplex,Semi-Furnished,Renovated,2,6.2,2.46,9.0,8.0,9.0,6.7,4,4.2,42100000,False,
