location,latitude,longitude,area_sqm,bedrooms,bathrooms,toilets,stories,house_type,furnishing,condition,parking_spaces,distance_to_city_center_km,proximity_to_main_road_km,security_rating,infrastructure_quality,electricity_stability,water_supply,neighborhood_prestige,desirability_score,price_naira
Alalubosa,7.384555,3.864651,327,4,4,4,1,Bungalow,Unfurnished,Old,1,2.0,1.17,8.3,8.1,6.6,6.7,4,4.3,61100000
Alalubosa,7.381049,3.856752,298,3,2,2,2,Terraced House,Unfurnished,Renovated,1,2.8,2.58,7.6,9.3,9.0,9.2,4,4.3,54200000
Akobo,7.395115,3.919781,182,2,1,2,1,Flat,Furnished,Old,2,9.7,1.73,8.8,5.6,4.0,6.5,3,3.5,15900000
Challenge,7.344875,3.884224,358,4,5,7,1,Bungalow,Unfurnished,Renovated,2,13.7,0.76,7.0,6.8,5.1,7.3,3,3.8,16400000
Oluyole Estate,7.352409,3.852106,444,4,5,6,2,Duplex,Unfurnished,Renovated,1,10.1,1.64,5.3,7.2,7.4,6.7,4,4.2,53200000
Oluyole Estate,7.359229,3.849132,206,4,4,4,1,Terraced House,Furnished,Old,3,5.7,1.15,10.0,8.0,8.2,8.0,4,4.2,35700000
Alalubosa,7.385268,3.843494,489,4,3,3,2,Duplex,Furnished,Old,2,3.9,2.97,7.7,9.3,7.0,8.0,4,4.3,74100000
Oluyole Estate,7.349145,3.854822,162,2,3,4,1,Bungalow,Semi-Furnished,Renovated,2,4.4,1.96,9.5,9.0,4.4,8.3,4,4.2,22800000
Iyaganku GRA,7.387924,3.856212,576,5,4,4,1,Detached House,Semi-Furnished,New,3,3.7,2.98,7.3,10.0,7.6,9.4,4,4.6,341500000
Samonda,7.420996,3.916177,192,2,3,4,1,Flat,Unfurnished,Old,2,11.3,1.36,4.0,4.9,5.4,5.8,3,3.2,10300000
Alalubosa,7.390289,3.84098,268,3,3,4,1,Bungalow,Furnished,Old,2,2.0,2.03,8.2,7.5,8.1,7.8,4,4.3,56200000
Agodi GRA,7.404103,3.899414,418,4,4,4,2,Detached House,Furnished,New,2,2.6,2.22,9.3,9.8,5.7,10.0,4,4.7,280600000
Oluyole Estate,7.351053,3.840638,193,2,2,2,1,Bungalow,Furnished,Old,1,4.0,0.13,8.7,10.0,9.0,8.0,4,4.2,21800000
Bodija,7.43592,3.913775,306,4,5,5,2,Detached House,Semi-Furnished,Renovated,3,10.0,2.11,9.5,9.7,9.0,8.9,5,5.0,105900000
Oluyole Estate,7.362756,3.848451,241,2,2,2,2,Terraced House,Unfurnished,Renovated,1,7.7,0.41,10.0,7.6,5.5,8.3,4,4.2,25700000
Akobo,7.40639,3.923124,174,2,2,3,2,Terraced House,Unfurnished,Old,1,13.4,1.24,5.4,6.6,7.0,8.5,3,3.5,9300000
Alalubosa,7.391781,3.858811,374,3,4,6,2,Duplex,Semi-Furnished,New,3,3.0,1.3,7.4,10.0,7.1,9.6,4,4.3,68500000
Akobo,7.398734,3.902085,206,3,3,3,2,Terraced House,Unfurnished,Renovated,1,13.4,2.77,4.0,6.8,6.2,6.5,3,3.5,20300000
Samonda,7.428218,3.902519,205,2,2,3,2,Terraced House,Furnished,Renovated,0,9.6,1.93,6.3,5.3,8.1,5.0,3,3.2,12200000
Akobo,7.403895,3.922574,249,2,2,2,1,Bungalow,Unfurnished,Old,0,10.0,1.19,6.3,7.9,6.1,7.1,3,3.5,13800000
Oluyole Estate,7.359318,3.849416,144,2,1,1,1,Terraced House,Semi-Furnished,New,1,11.7,1.16,7.6,7.2,8.5,8.2,4,4.2,21700000
Agodi GRA,7.415555,3.915698,339,4,3,3,3,Detached House,Unfurnished,New,2,5.8,0.79,10.0,9.9,6.5,7.3,4,4.7,174000000
Challenge,7.34173,3.88276,129,1,1,1,1,Flat,Unfurnished,Renovated,2,13.9,1.95,8.6,5.7,4.1,7.6,3,3.8,4800000
Alalubosa,7.388182,3.85326,370,3,2,3,2,Duplex,Unfurnished,New,1,3.6,0.6,8.1,9.3,5.4,9.5,4,4.3,70000000
Oluyole Estate,7.373978,3.85398,374,4,4,4,1,Bungalow,Unfurnished,New,1,5.9,1.29,6.1,9.1,6.2,8.5,4,4.2,61200000
Samonda,7.431712,3.911972,95,1,2,2,1,Flat,Semi-Furnished,New,1,9.4,0.8,4.0,6.7,5.4,6.3,3,3.2,12000000
Oluyole Estate,7.370613,3.869745,221,2,1,1,1,Bungalow,Semi-Furnished,Renovated,2,10.6,1.65,6.4,8.5,5.0,9.3,4,4.2,25400000
Oluyole Estate,7.353132,3.849117,402,5,5,7,2,Duplex,Unfurnished,Renovated,1,8.1,2.64,8.4,6.7,8.9,6.7,4,4.2,39700000
Bodija,7.439504,3.905663,478,5,5,5,2,Duplex,Semi-Furnished,New,3,10.2,0.56,10.0,9.4,9.0,9.5,5,5.0,168500000
Iyaganku GRA,7.390436,3.872645,349,4,3,5,1,Bungalow,Furnished,Old,3,3.1,0.16,7.2,10.0,9.0,9.9,4,4.6,136900000
Iyaganku GRA,7.400787,3.862284,498,4,4,4,2,Duplex,Semi-Furnished,New,3,2.0,2.36,7.5,6.5,5.4,7.6,4,4.6,227900000
Agodi GRA,7.413403,3.886875,280,3,2,2,2,Duplex,Unfurnished,Old,4,5.2,0.24,8.1,9.4,5.3,9.8,4,4.7,97000000
Jericho,7.406848,3.892523,584,5,5,5,2,Detached House,Unfurnished,New,3,5.8,1.35,9.9,9.1,6.1,8.0,4,4.8,179900000
Samonda,7.429267,3.907589,181,2,1,1,1,Bungalow,Unfurnished,Renovated,2,9.9,1.02,6.6,5.4,5.6,6.2,3,3.2,10900000
Jericho,7.388186,3.893692,391,4,3,3,3,Detached House,Semi-Furnished,Renovated,3,7.1,1.34,9.6,9.2,7.5,10.0,4,4.8,118000000
Jericho,7.392203,3.883166,387,3,4,4,2,Duplex,Furnished,Renovated,3,5.5,1.73,9.0,9.8,8.5,8.1,4,4.8,161900000
Iyaganku GRA,7.384059,3.868274,475,5,4,4,1,Detached House,Unfurnished,Renovated,4,2.6,0.17,6.9,8.4,8.3,9.0,4,4.6,220300000
Alalubosa,7.383253,3.871865,269,3,3,4,2,Duplex,Unfurnished,Old,2,5.5,1.16,8.5,6.4,4.7,7.6,4,4.3,48100000
Samonda,7.426644,3.917037,228,3,4,5,1,Terraced House,Unfurnished,Old,1,11.0,1.85,5.1,4.7,4.5,7.3,3,3.2,13800000
Iyaganku GRA,7.377006,3.873295,263,4,5,7,2,Duplex,Furnished,Renovated,4,5.7,2.33,9.5,8.0,8.5,10.0,4,4.6,175500000
Akobo,7.382175,3.928511,156,2,1,2,1,Terraced House,Unfurnished,Renovated,2,14.3,1.72,7.7,7.6,9.0,5.9,3,3.5,9300000
Alalubosa,7.380225,3.869268,385,3,3,3,2,Duplex,Unfurnished,New,3,2.5,0.32,5.8,6.6,7.9,6.8,4,4.3,58600000
Oluyole Estate,7.361562,3.853175,219,2,1,3,1,Bungalow,Unfurnished,New,1,5.4,0.95,8.4,6.6,5.8,5.8,4,4.2,19000000
Oluyole Estate,7.364261,3.864556,444,3,4,5,2,Duplex,Unfurnished,Renovated,1,6.4,0.12,9.1,8.7,7.5,8.8,4,4.2,44500000
Alalubosa,7.394658,3.850716,179,2,2,3,1,Bungalow,Furnished,Old,2,4.5,2.72,6.9,6.6,5.3,8.3,4,4.3,32200000
Challenge,7.360047,3.886562,105,2,2,2,1,Mini Flat,Unfurnished,Renovated,0,9.8,2.61,6.4,9.4,8.3,8.0,3,3.8,4700000
Akobo,7.387301,3.919989,363,4,4,6,1,Bungalow,Unfurnished,New,1,11.7,2.79,5.8,8.0,7.6,7.5,3,3.5,21300000
Alalubosa,7.386161,3.877896,185,2,3,3,1,Bungalow,Unfurnished,Renovated,1,2.0,0.7,9.2,10.0,6.1,7.4,4,4.3,23600000
Bodija,7.444978,3.906261,391,3,4,4,2,Duplex,Semi-Furnished,New,4,10.4,2.14,10.0,10.0,7.5,9.3,5,5.0,100800000
Bodija,7.435569,3.909022,577,4,4,4,2,Detached House,Unfurnished,New,2,11.5,2.5,7.1,10.0,9.0,10.0,5,5.0,148200000
Alalubosa,7.396772,3.870243,167,2,1,1,1,Bungalow,Semi-Furnished,Old,3,2.0,0.6,8.9,10.0,7.8,7.2,4,4.3,26400000
Bodija,7.451169,3.905414,338,4,5,5,1,Bungalow,Semi-Furnished,New,3,6.5,0.78,9.4,8.8,9.0,10.0,5,5.0,122800000
Oluyole Estate,7.361894,3.862875,384,5,4,5,1,Bungalow,Unfurnished,Old,2,8.7,2.29,8.6,6.4,5.5,8.8,4,4.2,41500000
Bodija,7.431055,3.911769,351,4,3,3,3,Detached House,Unfurnished,Renovated,3,9.6,1.16,10.0,8.3,6.1,9.7,5,5.0,101900000
Bodija,7.430097,3.898197,251,2,2,3,1,Bungalow,Furnished,Renovated,2,9.9,1.35,10.0,10.0,9.0,10.0,5,5.0,66800000
Agodi GRA,7.399873,3.903354,486,4,5,5,1,Detached House,Furnished,Old,2,5.4,2.23,7.6,8.0,8.1,8.4,4,4.7,219600000
Bodija,7.429417,3.914116,420,4,3,5,2,Duplex,Unfurnished,Renovated,3,9.0,1.58,9.7,9.8,9.0,10.0,5,5.0,128600000
Alalubosa,7.375819,3.868502,210,3,3,3,1,Bungalow,Furnished,Renovated,2,2.3,1.53,7.4,9.3,4.9,7.6,4,4.3,71700000
Agodi GRA,7.407122,3.890537,554,5,5,5,2,Detached House,Unfurnished,Renovated,2,6.4,2.91,9.1,5.4,7.7,7.4,4,4.7,259100000
Jericho,7.404544,3.883245,258,3,3,4,2,Duplex,Unfurnished,Renovated,3,6.7,0.87,10.0,8.5,9.0,8.8,4,4.8,65400000
Agodi GRA,7.403625,3.895984,419,4,5,6,3,Detached House,Semi-Furnished,Renovated,3,6.0,0.21,8.3,10.0,8.1,7.9,4,4.7,194000000
Jericho,7.401285,3.866245,502,5,4,5,3,Detached House,Semi-Furnished,Renovated,4,7.9,2.82,7.3,9.4,9.0,9.0,4,4.8,172700000
Akobo,7.419239,3.910414,119,1,2,2,1,Flat,Furnished,New,1,8.9,1.55,7.7,6.2,7.6,5.1,3,3.5,9000000
Alalubosa,7.374158,3.870476,398,4,5,6,2,Duplex,Furnished,New,2,6.5,0.18,8.3,6.8,6.4,6.9,4,4.3,90900000
Agodi GRA,7.416045,3.887825,471,4,4,5,2,Detached House,Furnished,Old,2,7.0,1.23,7.6,7.4,6.2,10.0,4,4.7,207200000
Bodija,7.442113,3.916328,345,4,5,6,3,Detached House,Unfurnished,New,2,6.7,2.43,10.0,7.7,9.0,10.0,5,5.0,102100000
Bodija,7.426917,3.907807,439,4,3,3,2,Duplex,Semi-Furnished,New,4,11.7,0.13,9.4,10.0,7.7,10.0,5,5.0,170400000
Alalubosa,7.386425,3.865353,380,4,4,4,2,Duplex,Semi-Furnished,Renovated,1,5.7,2.51,6.6,8.0,9.0,9.0,4,4.3,77400000
Iyaganku GRA,7.395963,3.874069,343,4,3,5,2,Detached House,Unfurnished,Renovated,3,4.7,0.26,10.0,8.2,9.0,8.8,4,4.6,149100000
Jericho,7.397432,3.888297,202,2,3,3,1,Bungalow,Semi-Furnished,Renovated,2,4.6,2.98,10.0,7.4,9.0,8.7,4,4.8,52000000
Samonda,7.419465,3.905182,180,2,3,3,1,Flat,Unfurnished,Renovated,2,10.4,1.79,5.7,5.6,5.6,4.6,3,3.2,13800000
Oluyole Estate,7.36195,3.855874,381,3,2,3,2,Duplex,Unfurnished,New,1,4.6,1.93,9.8,9.1,6.5,9.0,4,4.2,57300000
Bodija,7.448282,3.912475,372,4,5,5,2,Duplex,Semi-Furnished,Old,2,9.6,2.39,10.0,9.6,9.0,10.0,5,5.0,120000000
Iyaganku GRA,7.397394,3.879031,219,2,3,4,1,Bungalow,Semi-Furnished,New,3,3.0,2.37,10.0,10.0,6.9,7.9,4,4.6,109600000
Agodi GRA,7.418007,3.899096,208,2,2,2,1,Bungalow,Furnished,Renovated,2,8.1,0.82,8.8,10.0,4.0,9.2,4,4.7,98900000
Challenge,7.345018,3.893941,204,3,2,3,2,Terraced House,Unfurnished,New,2,15.4,0.41,4.0,7.7,7.0,5.2,3,3.8,9400000
Samonda,7.429208,3.900692,203,3,2,2,1,Bungalow,Unfurnished,Old,1,11.4,0.74,5.8,5.3,4.7,5.1,3,3.2,9800000
Jericho,7.396094,3.883203,460,4,3,3,2,Duplex,Unfurnished,Renovated,3,8.4,2.76,5.2,8.9,7.7,9.1,4,4.8,107100000
Challenge,7.337937,3.877686,90,1,2,2,1,Flat,Unfurnished,New,1,10.6,2.42,6.5,8.3,8.1,7.5,3,3.8,5800000
Akobo,7.409699,3.911153,162,2,2,2,1,Bungalow,Furnished,Old,0,11.6,2.1,6.7,6.7,3.6,7.9,3,3.5,10300000
Akobo,7.395708,3.93235,52,1,1,1,1,Mini Flat,Unfurnished,Renovated,0,15.0,0.39,7.3,8.7,6.4,6.6,3,3.5,5000000
Samonda,7.440168,3.905152,110,1,2,3,1,Flat,Unfurnished,Renovated,1,8.3,1.36,5.0,5.6,3.0,7.2,3,3.2,8300000
Jericho,7.393913,3.88233,365,4,5,5,2,Duplex,Unfurnished,Renovated,3,8.0,2.86,9.4,8.7,9.0,7.5,4,4.8,121000000
Samonda,7.418891,3.914881,116,2,2,4,1,Flat,Semi-Furnished,Old,2,9.2,1.33,6.0,6.7,8.2,5.4,3,3.2,12700000
Alalubosa,7.379864,3.852506,214,2,2,3,2,Terraced House,Semi-Furnished,Renovated,1,4.4,2.38,8.7,9.1,7.3,6.8,4,4.3,32500000
Alalubosa,7.375527,3.854283,256,4,4,5,1,Terraced House,Furnished,Renovated,2,2.0,0.72,6.3,8.2,6.0,8.6,4,4.3,70100000
Akobo,7.388765,3.907539,290,4,3,3,1,Terraced House,Furnished,Renovated,1,10.6,0.36,9.4,7.2,5.0,6.0,3,3.5,28300000
Alalubosa,7.383235,3.857405,369,4,5,5,2,Duplex,Semi-Furnished,Old,1,3.6,1.04,7.5,5.2,7.5,6.8,4,4.3,76800000
Alalubosa,7.37938,3.862918,270,4,4,5,2,Terraced House,Unfurnished,New,1,3.2,0.54,10.0,7.7,5.8,9.3,4,4.3,49800000
Agodi GRA,7.398587,3.872702,464,5,5,6,2,Detached House,Semi-Furnished,New,2,2.9,2.53,10.0,8.6,4.9,8.1,4,4.7,275400000
Challenge,7.349774,3.870334,264,3,3,4,2,Terraced House,Unfurnished,New,1,13.8,0.6,8.3,6.8,6.7,7.2,3,3.8,12100000
Agodi GRA,7.415239,3.891476,465,4,5,7,2,Detached House,Semi-Furnished,Old,4,5.8,0.43,9.5,9.0,6.5,10.0,4,4.7,167800000
Iyaganku GRA,7.394886,3.869913,402,4,3,3,3,Detached House,Semi-Furnished,Renovated,4,3.4,2.48,8.3,7.2,8.6,7.4,4,4.6,178800000
Akobo,7.386859,3.928964,111,1,2,2,1,Mini Flat,Furnished,Renovated,1,10.2,2.45,8.8,5.8,8.3,6.7,3,3.5,9100000
Jericho,7.396026,3.869744,283,3,2,3,1,Bungalow,Unfurnished,New,2,2.8,1.63,10.0,7.2,8.9,6.8,4,4.8,108500000
Iyaganku GRA,7.386174,3.876227,317,3,3,5,1,Bungalow,Unfurnished,New,4,3.7,1.31,10.0,7.9,5.7,9.4,4,4.6,121400000
Bodija,7.432332,3.914361,566,6,5,5,2,Detached House,Furnished,Old,2,7.4,1.96,8.3,10.0,9.0,10.0,5,5.0,173700000
Bodija,7.420794,3.919031,461,5,4,5,1,Detached House,Unfurnished,Old,3,10.8,1.55,9.6,6.0,5.3,8.8,5,5.0,114500000
Samonda,7.428012,3.892515,59,1,2,3,1,Mini Flat,Unfurnished,Old,1,7.5,1.06,7.0,5.1,5.0,6.1,3,3.2,6000000
Akobo,7.39081,3.908195,181,2,3,3,1,Bungalow,Furnished,Renovated,1,11.4,1.23,7.5,5.6,4.3,8.4,3,3.5,17300000
Samonda,7.433803,3.906626,127,1,2,3,1,Flat,Unfurnished,Renovated,1,9.6,2.42,5.7,4.8,4.5,4.4,3,3.2,10300000
Oluyole Estate,7.353058,3.858734,275,3,3,4,1,Bungalow,Unfurnished,New,3,7.0,2.68,8.6,9.1,8.9,8.0,4,4.2,36100000
Agodi GRA,7.40809,3.903773,519,5,5,6,1,Detached House,Semi-Furnished,New,3,10.3,2.53,8.2,7.0,9.0,8.3,4,4.7,236100000
Bodija,7.434965,3.923543,345,3,4,4,2,Duplex,Semi-Furnished,New,2,11.6,1.71,10.0,9.5,9.0,10.0,5,5.0,148400000
Agodi GRA,7.414375,3.890005,318,3,4,4,2,Duplex,Unfurnished,Old,3,5.2,0.74,7.3,8.0,5.4,9.9,4,4.7,109400000
Alalubosa,7.380161,3.866137,240,3,3,4,1,Bungalow,Semi-Furnished,Old,2,2.0,2.56,5.9,7.2,9.0,8.4,4,4.3,37700000
Bodija,7.433974,3.902248,458,5,4,6,2,Duplex,Furnished,Renovated,4,5.3,1.43,8.1,10.0,5.9,9.5,5,5.0,193900000
Challenge,7.33516,3.885798,189,2,2,2,1,Bungalow,Furnished,Old,0,10.9,1.61,4.8,8.0,5.7,7.2,3,3.8,9300000
Oluyole Estate,7.355842,3.840216,168,2,2,3,1,Bungalow,Unfurnished,New,3,8.2,0.23,5.8,7.2,7.1,6.6,4,4.2,21200000
Alalubosa,7.392792,3.857515,486,5,4,4,2,Duplex,Furnished,Renovated,2,2.0,0.79,5.2,8.0,9.0,8.2,4,4.3,121800000
Bodija,7.437503,3.9207,304,4,4,5,3,Detached House,Unfurnished,New,3,6.7,1.87,10.0,10.0,7.8,10.0,5,5.0,110200000
Iyaganku GRA,7.39763,3.868839,515,5,4,4,3,Detached House,Unfurnished,Renovated,2,2.0,0.84,6.1,10.0,5.6,7.2,4,4.6,202000000
Bodija,7.433954,3.910502,402,5,5,5,1,Detached House,Unfurnished,New,4,8.6,0.83,9.8,9.8,9.0,10.0,5,5.0,171800000
Jericho,7.411498,3.892342,385,4,5,6,1,Detached House,Semi-Furnished,New,2,8.6,2.42,10.0,7.3,9.0,8.8,4,4.8,120600000
Iyaganku GRA,7.39446,3.868628,582,5,5,6,1,Detached House,Furnished,Renovated,3,2.0,1.69,10.0,10.0,8.4,9.3,4,4.6,290300000
Bodija,7.421791,3.90258,299,4,3,3,2,Duplex,Semi-Furnished,New,2,8.7,0.16,10.0,9.7,9.0,10.0,5,5.0,131400000
Oluyole Estate,7.359198,3.85653,284,3,3,3,2,Duplex,Furnished,Old,2,5.7,3.0,8.7,7.2,3.0,7.4,4,4.2,37400000
Oluyole Estate,7.347599,3.859045,261,3,3,4,1,Bungalow,Unfurnished,Old,2,7.6,2.1,7.9,8.2,3.0,7.1,4,4.2,28600000
Oluyole Estate,7.356957,3.8478,487,5,4,4,2,Duplex,Semi-Furnished,Old,2,9.6,0.59,7.7,8.3,6.5,7.1,4,4.2,59500000
Agodi GRA,7.398301,3.899034,284,3,2,4,2,Duplex,Semi-Furnished,Renovated,2,5.4,0.96,10.0,8.4,4.5,9.7,4,4.7,155300000
Oluyole Estate,7.374935,3.85523,336,4,4,4,2,Duplex,Semi-Furnished,New,3,11.3,0.36,8.0,10.0,8.2,9.1,4,4.2,74000000
Samonda,7.433503,3.916532,120,2,1,1,2,Terraced House,Semi-Furnished,New,2,6.4,2.49,4.0,8.3,3.0,7.0,3,3.2,11600000
Iyaganku GRA,7.389116,3.866044,449,4,3,4,1,Detached House,Furnished,New,4,6.4,2.09,10.0,7.8,9.0,7.4,4,4.6,188200000
Samonda,7.438358,3.896832,282,2,2,3,1,Bungalow,Furnished,Old,1,9.3,2.05,6.6,5.6,5.4,7.7,3,3.2,15600000
Samonda,7.431542,3.893627,288,4,5,6,1,Bungalow,Unfurnished,Old,1,12.1,2.98,4.0,4.0,4.1,6.7,3,3.2,17600000
Iyaganku GRA,7.398926,3.86995,568,6,5,7,3,Detached House,Semi-Furnished,New,3,4.3,2.71,10.0,8.2,9.0,6.3,4,4.6,268000000
Akobo,7.395116,3.916618,97,1,1,1,1,Flat,Unfurnished,Old,1,7.2,1.56,6.9,4.2,8.3,6.7,3,3.5,5300000
Agodi GRA,7.392912,3.889165,257,3,3,3,1,Bungalow,Semi-Furnished,New,2,5.9,1.97,8.8,9.5,3.8,9.3,4,4.7,102300000
Bodija,7.448443,3.916362,280,3,3,4,2,Duplex,Semi-Furnished,New,3,8.0,1.95,10.0,9.9,9.0,10.0,5,5.0,107600000
Samonda,7.428429,3.917003,137,2,3,4,1,Flat,Unfurnished,Old,0,8.7,2.9,8.9,7.2,6.2,7.1,3,3.2,12200000
Jericho,7.401803,3.887673,433,3,4,4,2,Duplex,Furnished,New,3,7.1,1.15,8.3,9.4,8.3,10.0,4,4.8,142900000
Oluyole Estate,7.350057,3.85401,241,2,1,2,1,Bungalow,Furnished,Renovated,1,7.2,2.41,8.1,10.0,6.3,6.1,4,4.2,31500000
Bodija,7.438349,3.915499,454,4,4,4,2,Duplex,Furnished,Renovated,2,5.9,0.25,9.6,10.0,7.4,10.0,5,5.0,191800000
Alalubosa,7.38427,3.855917,222,3,4,4,2,Terraced House,Furnished,New,2,3.0,2.62,9.1,8.8,5.4,8.9,4,4.3,55200000
Bodija,7.430706,3.923886,594,6,5,5,2,Detached House,Furnished,Renovated,3,10.0,2.79,10.0,10.0,6.7,8.7,5,5.0,192000000
Oluyole Estate,7.373337,3.851406,445,4,4,4,2,Duplex,Unfurnished,Old,3,4.7,1.01,9.0,7.7,5.1,6.2,4,4.2,52800000
Bodija,7.43515,3.912335,495,6,5,5,2,Detached House,Unfurnished,Renovated,3,6.5,1.7,8.9,10.0,8.9,9.3,5,5.0,159800000
Bodija,7.428674,3.921741,565,5,4,5,3,Detached House,Semi-Furnished,New,3,7.1,0.61,10.0,10.0,8.6,10.0,5,5.0,180700000
Bodija,7.443599,3.922268,491,4,4,4,2,Duplex,Furnished,New,2,9.8,2.95,8.3,9.5,8.2,10.0,5,5.0,180000000
Samonda,7.424836,3.914178,60,1,2,3,1,Mini Flat,Unfurnished,Renovated,1,7.1,1.89,4.0,5.8,6.4,5.6,3,3.2,6200000
Iyaganku GRA,7.392431,3.873254,258,3,4,5,2,Duplex,Unfurnished,New,2,3.3,0.27,8.7,9.0,7.0,7.5,4,4.6,112300000
Jericho,7.394658,3.877579,496,6,5,6,3,Detached House,Semi-Furnished,Renovated,2,7.0,2.54,10.0,6.6,7.4,9.6,4,4.8,128900000
Jericho,7.402833,3.89051,347,3,3,4,1,Bungalow,Semi-Furnished,New,2,7.4,2.65,8.8,9.8,9.0,9.3,4,4.8,113600000
Challenge,7.354717,3.876256,98,1,2,2,1,Flat,Unfurnished,Renovated,0,13.6,1.39,5.4,7.9,7.3,8.0,3,3.8,5200000
Alalubosa,7.386359,3.866174,455,4,5,6,2,Duplex,Unfurnished,New,3,5.0,0.17,8.4,8.7,8.8,7.4,4,4.3,89000000
Akobo,7.406181,3.908188,121,2,2,3,2,Terraced House,Unfurnished,Old,1,15.3,0.77,6.2,8.6,4.2,6.3,3,3.5,7800000
Oluyole Estate,7.358038,3.851971,189,2,2,2,2,Terraced House,Furnished,New,2,11.1,1.76,9.1,8.5,6.3,8.3,4,4.2,44800000
Oluyole Estate,7.363888,3.85048,434,4,4,5,2,Duplex,Semi-Furnished,Old,2,8.8,2.1,9.1,9.0,6.0,8.9,4,4.2,59800000
Challenge,7.346906,3.87524,145,1,1,1,1,Flat,Furnished,Old,1,15.3,1.07,7.8,5.6,7.9,6.4,3,3.8,7100000
Oluyole Estate,7.367656,3.858519,340,4,4,4,2,Duplex,Furnished,Old,3,5.4,0.77,7.5,9.6,4.6,8.9,4,4.2,38400000
Oluyole Estate,7.355731,3.863565,293,4,4,5,1,Bungalow,Semi-Furnished,Old,2,4.0,1.57,7.8,7.2,9.0,5.9,4,4.2,29000000
Alalubosa,7.386197,3.854007,380,5,5,7,2,Duplex,Semi-Furnished,Renovated,2,2.0,2.25,8.6,9.6,4.7,9.3,4,4.3,67100000
Bodija,7.429201,3.907801,485,5,5,5,1,Detached House,Furnished,Renovated,2,10.7,1.48,7.6,8.6,8.9,9.9,5,5.0,210100000
Challenge,7.33364,3.892025,195,2,3,3,1,Bungalow,Semi-Furnished,Old,1,13.2,2.91,7.5,9.0,8.5,7.4,3,3.8,9000000
Jericho,7.39121,3.893987,484,5,5,6,2,Detached House,Semi-Furnished,New,4,7.6,2.35,10.0,9.2,5.0,9.9,4,4.8,184900000
Oluyole Estate,7.371607,3.863087,259,3,3,3,1,Bungalow,Unfurnished,Renovated,2,9.9,0.69,5.3,8.3,6.9,7.8,4,4.2,33600000
Oluyole Estate,7.368762,3.861321,294,3,3,3,2,Duplex,Semi-Furnished,New,3,11.2,0.42,9.5,9.3,9.0,7.1,4,4.2,46000000
Oluyole Estate,7.360645,3.859939,349,5,5,5,2,Detached House,Furnished,Renovated,1,6.0,2.41,6.4,9.4,6.4,6.9,4,4.2,54400000
Oluyole Estate,7.351978,3.855876,372,3,3,4,2,Duplex,Semi-Furnished,Renovated,3,8.3,1.19,8.8,8.1,7.2,7.1,4,4.2,44400000
Alalubosa,7.387759,3.856823,368,5,4,5,1,Bungalow,Unfurnished,New,2,3.4,2.68,6.8,7.5,7.4,7.5,4,4.3,83000000
Alalubosa,7.379756,3.862946,474,5,5,6,2,Duplex,Furnished,Renovated,3,2.0,2.91,7.7,8.8,8.3,7.5,4,4.3,83800000
Jericho,7.407304,3.878569,415,5,4,4,3,Detached House,Semi-Furnished,New,3,4.7,2.85,10.0,9.6,4.2,9.6,4,4.8,187500000
Akobo,7.400093,3.906959,292,2,1,1,1,Bungalow,Unfurnished,Old,0,11.5,0.68,6.6,4.1,6.7,8.5,3,3.5,18500000
Alalubosa,7.392501,3.859028,166,3,3,3,1,Bungalow,Semi-Furnished,Old,1,2.0,2.56,8.0,7.4,5.0,8.5,4,4.3,41800000
Akobo,7.382325,3.918272,136,2,3,5,1,Terraced House,Unfurnished,Old,1,10.6,0.18,6.0,6.5,6.0,8.6,3,3.5,9800000
Jericho,7.407899,3.887853,313,3,3,3,2,Duplex,Unfurnished,New,2,4.1,0.55,10.0,9.3,7.8,8.5,4,4.8,116100000
Jericho,7.398625,3.895133,336,3,4,4,2,Duplex,Unfurnished,New,3,7.4,1.04,9.9,9.5,5.7,7.7,4,4.8,109000000
Jericho,7.405061,3.882128,331,2,1,1,1,Bungalow,Semi-Furnished,Renovated,2,5.6,0.65,9.0,8.9,9.0,7.0,4,4.8,86100000
Jericho,7.398091,3.883234,168,2,1,2,1,Bungalow,Semi-Furnished,New,2,3.5,1.84,10.0,8.2,7.1,9.9,4,4.8,54700000
Jericho,7.389557,3.882853,250,3,2,3,2,Duplex,Unfurnished,New,3,6.9,2.92,9.3,7.9,6.9,10.0,4,4.8,90800000
Challenge,7.330188,3.880631,172,2,2,3,1,Flat,Furnished,Renovated,2,12.5,0.24,8.1,5.2,7.3,7.6,3,3.8,11300000
Jericho,7.385333,3.879931,538,4,5,6,3,Detached House,Unfurnished,New,2,2.4,1.98,10.0,8.9,9.0,9.3,4,4.8,180800000
Jericho,7.407134,3.895157,338,4,5,6,3,Detached House,Semi-Furnished,Renovated,2,3.7,1.45,8.4,9.4,9.0,7.9,4,4.8,125100000
Bodija,7.439997,3.92128,367,4,4,5,2,Detached House,Unfurnished,New,3,9.3,0.38,10.0,10.0,8.2,10.0,5,5.0,102200000
Iyaganku GRA,7.395698,3.868932,473,5,5,5,3,Detached House,Semi-Furnished,Renovated,3,8.6,2.19,7.0,7.6,9.0,8.9,4,4.6,217000000
Bodija,7.437134,3.918649,313,4,5,6,1,Bungalow,Semi-Furnished,Renovated,2,5.6,0.22,10.0,7.2,9.0,9.9,5,5.0,111000000
